sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
SL01122	550	0.000141492614837208	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	12.2338759566695	8	1.52923449458369	3.33454717890103e-06
SL01122	158836	0.000142296117253386	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	12.3033491860795	8	1.53791864825994	3.35348326767278e-06
SL01122	1354	0.000993544054837829	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			85.9047996134432	6	14.3174666022405	3.12197168168822e-05
SL01122	29363	0.000139183934427283	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			12.0342605223862	10	1.20342605223862	2.62411092721312e-06
SL01122	654	0.00290680438728073	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			251.331027737454	10	25.1331027737454	5.4803574761134e-05
SL01122	644	0.00024527624755487	Aeromonas hydrophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			21.2073201923367	10	2.12073201923367	4.62432739843856e-06
SL01122	134	0.000127727416720816	Methylocystis parvus	Methylocystis	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			11.0436956319319	2	5.52184781596595	1.20405746288522e-05
SL01122	28901	0.000336814335231065	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			29.1219778670836	7	4.16028255244051	9.07163583989667e-06
SL01122	1414720	0.000614622789528694	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			53.1421302510195	10	5.31421302510195	1.15878199933993e-05
SL01122	95149	0.00137638649669124	Helicobacter pametensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			119.006505663414	2	59.5032528317071	0.000129748841376626
SL01122	222136	0.000224003163399918	Helicobacter sp. MIT 01-6242	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			19.3679855170471	2	9.68399275852354	2.11162714729526e-05
SL01122	1006623	0.000290534593785979	Aeromonas cavernicola	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			25.1204925825171	10	2.51204925825171	5.47760778156136e-06
SL01122	1549855	0.00344425216187802	Haematospirillum jordaniae	Haematospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			297.800374672459	5	59.5600749344919	0.000129872743880271
SL01122	2116	0.00068422456482158	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			59.1601085481683	2	29.5800542740841	6.45003018704719e-05
SL01122	1351	0.000521866226044075	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			45.1221195024488	4	11.2805298756122	2.45975742807657e-05
SL01122	1075	0.00033631376914959	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			29.078697421981	4	7.26967435549525	1.585176910376e-05
SL01122	933059	0.000301522689582391	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			26.0705563093623	2.5	10.4282225237449	2.27390894729799e-05
SL01122	1930557	0.000266731610015721	Shewanella sp. FDAARGOS_354	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			23.0624151967893	9	2.56249057742103	5.58759677221768e-06
SL01122	1605892	0.000115970265223997	Dysgonomonas alginatilytica	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria	NA			10.0271370420624	4	2.5067842605156	5.46612727715863e-06
SL01122	unassigned	0									NA			0	1	0	0
ST05031	201	0.335751165670232	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			30815.5777363796	3	10271.8592454599	0.0223981340927973
ST05031	197	0.000830175586777865	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			76.1943455300592	3	25.3981151766864	5.53814432069026e-05
ST05031	195	0.00188805708635171	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			173.287767442446	3	57.762589147482	0.000125953265748292
ST05031	1848766	0.00540649253040787	Campylobacter ornithocola	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			496.213290933365	3	165.404430311122	0.000360669915846904
ST05031	497724	0.00207766668163375	Campylobacter subantarcticus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			190.690325707027	3	63.5634419023424	0.000138602220017537
ST05031	1500960	0.000187706733436516	Campylobacter sp. RM16704	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			17.2279117015369	3	5.74263723384562	1.25220133703464e-05
ST05031	36835	0.31151886950683	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			28591.5133622064	5	5718.30267244127	0.0124689510418624
ST05031	248039	0.218694805939199	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			20072.0279839056	2	10036.0139919528	0.0218838655960268
ST05031	300419	0.105547014756875	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			9687.21056140077	6	1614.5350935668	0.00352054800003416
ST05031	37482	0.00234075966508738	Laceyella sacchari	Laceyella	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			214.837262821385	12	17.9031052351154	3.90383222892015e-05
ST05031	1352	0.00421885076761997	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			387.210342302928	6	64.5350570504881	0.000140720859482381
ST05031	1354	0.00111840382270023	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			102.648221251249	6	17.1080368752082	3.73046490259106e-05
ST05031	44008	0.000470887064199947	Enterococcus cecorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			43.2184856393353	7	6.1740693770479	1.34627656494101e-05
ST05031	188913	0.00491446922219784	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			451.05489968254	10	45.105489968254	9.83540358652031e-05
ST05031	375926	0.00235898010487226	Helicobacter anseris	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			216.509553005281	2	108.254776502641	0.000236053176192388
ST05031	1559	0.000808169060230437	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			74.1745645170098	10	7.41745645170098	1.61740129281965e-05
ST05031	2130	0.000251858204205832	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			23.1157978402154	2	11.5578989201077	2.52023867984749e-05
ST05031	2116	0.000475830869615051	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			43.672233044139	2	21.8361165220695	4.76143855011872e-05
ST05031	1220600	0.000273030087915688	Phaeovibrio sulfidiphilus	Phaeovibrio	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			25.0589744989898	2	12.5294872494949	2.73209677841158e-05
ST05031	134821	0.000135086003992692	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			12.3983285324533	2	6.19916426622665	1.35174858981438e-05
ST05031	94869	0.000469611751214984	Clostridium gasigenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			43.1014361382624	12	3.5917863448552	7.83201076477986e-06
ST05031	1550024	0.000262108884399061	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			24.0566155190302	2	12.0283077595151	2.62281290727511e-05
ST05031	unassigned	0									NA			0	1	0	0
ST05030	201	0.695727641706487	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			60250.0137717818	3	20083.3379239273	0.0437923928961456
ST05030	497724	0.000415063169763818	Campylobacter subantarcticus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			35.9444705015467	3	11.9814901671822	2.61260417401743e-05
ST05030	1500960	0.00478415655325078	Campylobacter sp. RM16704	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			414.307957511518	3	138.102652503839	0.000301137472334347
ST05030	1848766	0.000462856779005433	Campylobacter ornithocola	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			40.0833970618705	3	13.3611323539568	2.91343978674369e-05
ST05030	36835	0.0341817002710613	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			2960.13524347391	5	592.027048694782	0.00129093486450272
ST05030	300419	0.190885509234793	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			16530.6850997331	6	2755.11418328885	0.00600761901459531
ST05030	1352	0.000161328386805146	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			13.9710382973256	6	2.3285063828876	5.07738637704786e-06
ST05030	61015	0.0122734985128648	Staphylococcus succinus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			1062.88497121409	6	177.147495202349	0.000386276063264703
ST05030	29385	0.000174107258105644	Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			15.0776885519487	6	2.51294809199146	5.47956771872062e-06
ST05030	1351	0.00138951482698291	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			120.33198401672	4	30.0829960041801	6.55969832055993e-05
ST05030	562	0.02455154710955	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			2126.16397968703	7	303.737711383861	0.000662310281522021
ST05030	703	0.00584747921539566	Plesiomonas shigelloides	Plesiomonas		Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			506.391700053264	13	38.9532076964049	8.49387777304577e-05
ST05030	37482	0.00187665924843718	Laceyella sacchari	Laceyella	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			162.51869091466	12	13.5432242428883	2.95314553472988e-05
ST05030	248039	0.00959912924665941	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			831.284592760705	2	415.642296380352	0.000906321987723903
ST05030	433287	0.000671591672263264	Anaerotignum aminivorans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			58.1598388179987	7	8.30854840257124	1.81170688567935e-05
ST05030	1606	0.00977281674810681	Lactobacillus aviarius	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			846.325930386049	5	169.26518607721	0.000369088423468745
ST05030	392561	0.000150529167921076	Deinococcus lacus	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			13.0358259419652	3	4.34527531398841	9.47501876993224e-06
ST05030	13335	0.00122739167689493	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			106.292119219101	7	15.1845884598716	3.31105051520709e-05
ST05030	1282	0.000127370834394757	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			11.030314258586	6	1.83838570976433	4.00866178727902e-06
ST05030	106649	0.000880016674000139	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			76.209443968412	7	10.8870634240589	2.37396074675225e-05
ST05030	159	0.000578958338157986	Brachyspira hyodysenteriae	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes		Bacteria	NA			50.1377920844816	1	50.1377920844816	0.000109327139653064
ST05030	980427	0.000301058335842153	Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			26.0716518839304	3	8.69055062797681	1.89500375398645e-05
ST05030	2082387	0.000185266668210556	Mesorhizobium sp. Pch-S	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			16.0440934670341	2	8.02204673351706	1.74923423444903e-05
ST05030	40324	0.00041685000347375	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Stenotrophomonas maltophilia group	36.0992103008267	4	9.02480257520669	1.96788851375516e-05
ST05030	28101	0.000578958338157986	Phyllobacterium myrsinacearum	Phyllobacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			50.1377920844816	3	16.7125973614939	3.64423798843548e-05
ST05030	329	0.00041685000347375	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			36.0992103008267	2.5	14.4396841203307	3.14862162200825e-05
ST05030	61645	0.000150529167921076	Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Enterobacter cloacae complex	13.0358259419652	8	1.62947824274565	3.55313203872459e-06
ST05030	1283	0.000254741668789789	Staphylococcus haemolyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			22.0606285171957	6	3.67677141953262	8.0173235745667e-06
ST05030	1747	0.000370533336421111	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			32.0881869340682	3	10.6960623113561	2.33231231259871e-05
ST05030	863372	0.0008337000069475	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			72.1984206016535	4	18.0496051504134	3.93577702751032e-05
ST05030	131080	0.000162108334684236	Limnobacter thiooxidans	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			14.0385817836548	2	7.01929089182742	1.5305799551429e-05
ST05030	1776391	0.000208425001736875	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			18.0496051504134	16	1.12810032190084	2.45986064219395e-06
ST05030	392593	0.000127370834394757	Inhella inkyongensis	Inhella		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			11.030314258586	4	2.75757856464649	6.01299268091854e-06
ST05030	1736675	0.000127370834394757	Devosia sp. A16	Devosia	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			11.030314258586	2	5.51515712929298	1.20259853618371e-05
ST05030	1033741	0.000127370834394757	Microvirga massiliensis	Microvirga	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			11.030314258586	3.5	3.15151835959599	6.87199163533547e-06
ST05030	unassigned	0									NA			1	1	1	2.18053358769467e-06
ST05036	300419	0.222222222222222	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			2.44444444444444	6	0.407407407407407	8.8836553572746e-07
ST05036	375926	0.222222222222222	Helicobacter anseris	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			2.44444444444444	2	1.22222222222222	2.66509660718238e-06
ST05036	1613	0.111111111111111	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			1.22222222222222	5	0.244444444444444	5.33019321436476e-07
ST05036	36835	0.222222222222222	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			2.44444444444444	5	0.488888888888889	1.06603864287295e-06
ST05036	188913	0.111111111111111	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			1.22222222222222	10	0.122222222222222	2.66509660718238e-07
ST05036	248039	0.111111111111111	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			1.22222222222222	2	0.611111111111111	1.33254830359119e-06
ST05036	unassigned	0									NA			0	1	0	0
ST05037	248039	0.372740342589599	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			31965.4662997988	2	15982.7331498994	0.0348508864565168
ST05037	201	0.330474078689222	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			28340.7960402303	3	9446.9320134101	0.0205993525559088
ST05037	497724	0.00705744015773767	Campylobacter subantarcticus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			605.231953047267	3	201.743984349089	0.000439909533988537
ST05037	195	0.00262670498312958	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			225.260965943227	3	75.0869886477423	0.000163729700745251
ST05037	36835	0.203132623320797	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			17420.2475107449	5	3484.04950214899	0.00759708696062677
ST05037	666	0.0292451284590119	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			2508.00372638794	9	278.667080709771	0.000607642929272478
ST05037	2014742	0.000186671251713029	Vibrio sp. 2521-89	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			16.008553204406	10	1.6008553204406	3.49071879526044e-06
ST05037	1848766	0.00122737948822214	Campylobacter ornithocola	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			105.257610150954	3	35.0858700503181	7.65059180982092e-05
ST05037	850	0.025696815380167	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			2203.70749337236	8	275.463436671545	0.000600657275844109
ST05037	2610895	0.00867659864130736	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			744.087746281236	3	248.029248760412	0.000540836107652756
ST05037	300419	0.0117452305076451	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			1007.24747787463	6	167.874579645771	0.000366056159437729
ST05037	37482	0.00193924109624043	Laceyella sacchari	Laceyella	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			166.305437931387	12	13.8587864942823	3.02195494354718e-05
ST05037	1352	0.000857556487796522	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			73.5423292804541	6	12.2570548800757	2.6726919852222e-05
ST05037	188913	0.00151812627060555	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			130.191472714591	10	13.0191472714591	2.83886879085599e-05
ST05037	1776391	0.000198523916292975	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			17.0250140134529	16	1.06406337584081	2.32022593045666e-06
ST05037	2116	0.000642283260961923	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			55.0809278935726	2	27.5404639467863	6.00529066566617e-05
ST05037	1288	0.00119114349582949	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			102.150083915346	7	14.5928691307636	3.18202412804629e-05
ST05037	44008	0.000225069247153036	Enterococcus cecorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			19.3014884973501	7	2.75735549962144	6.01250628013918e-06
ST05037	758823	0.000151927659402012	Vampirovibrio chlorellavorus	Vampirovibrio		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria	NA			13.0290122149977	NA	NA	NA
ST05037	29546	0.000198523916292975	Lawsonia intracellularis	Lawsonia	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria		Bacteria	NA			17.0250140134529	2	8.51250700672646	1.85618074436533e-05
ST05037	980427	0.000268591180866966	Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			23.0338424887892	3	7.67794749626308	1.67420224001579e-05
ST05037	unassigned	0									NA			0	1	0	0
ST05013	300419	0.0618569129393491	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			4239.67281286299	6	706.612135477164	0.00154079149488062
ST05013	36835	0.379093983750787	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			25983.1016462789	5	5196.62032925579	0.0113314051704392
ST05013	1499973	0.256046087698951	Escherichia marmotae	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			17549.3988508861	7	2507.05697869801	0.00546672194831534
ST05013	562	0.016104888084303	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1103.82902929813	7	157.689861328304	0.000343848039065283
ST05013	208962	0.000661710234571934	Escherichia albertii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			45.3536194775603	7	6.47908849679433	1.41278700849062e-05
ST05013	375926	0.147689461208369	Helicobacter anseris	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			10122.6356712216	2	5061.31783561081	0.0110363735385475
ST05013	95149	0.00729602361157601	Helicobacter pametensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			500.06945833742	2	250.03472916871	0.000545209125042513
ST05013	217	0.00632284113607979	Helicobacter mustelae	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			433.367531466909	2	216.683765733454	0.000472486229089962
ST05013	222136	0.000231317803308534	Helicobacter sp. MIT 01-6242	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			15.8545222387669	2	7.92726111938347	1.72856591292417e-05
ST05013	45498	0.000161296826676657	Helicobacter cholecystus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			11.055284500418	2	5.52764225020902	1.20532095873409e-05
