sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
SX03226	208962	0.0499576245124101	Escherichia albertii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			2895.39404386575	7	413.62772055225	0.00439348003893155
SX03226	562	0.0860827828225799	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			4989.09984404826	7	712.728549149752	0.00757047581261064
SX03226	2119	0.0107349982219763	Mycoplasma muris	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			622.168291951081	2	311.084145975541	0.00330428043832947
SX03226	134821	0.0146720465847934	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			850.347803914872	2	425.173901957436	0.00451612152307057
SX03226	42096	0.0189596842602002	Ureaplasma gallorale	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			1098.84642066842	2	549.423210334212	0.00583587556536634
SX03226	2130	0.0536123235528093	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			3107.20943615017	2	1553.60471807508	0.0165021128374555
SX03226	336804	0.0655261506093855	Thorsellia anophelis	Thorsellia	Thorselliaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			3797.69911086815	7	542.528444409736	0.00576264058870219
SX03226	1550024	0.0176001374408047	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1020.05116565672	2	510.025582828358	0.00541740097716145
SX03226	933059	0.00546355419891125	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			316.651210706299	2.5	126.66048428252	0.00134536512367613
SX03226	1805971	0.00485042036090556	Hydrogenophaga laconesensis	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			281.115812857003	2	140.557906428502	0.00149298106853944
SX03226	171287	0.00634011837229316	Mycoplasma moatsii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			367.454240502994	2	183.727120251497	0.00195151677541729
log_std	40324	0.276784755056749	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Stenotrophomonas maltophilia group	16959.7090813472	4	4239.92727033681	0.0450357529323115
log_std	562	0.459734423380604	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			28169.7670582231	7	4024.25243688901	0.0427448932327062
log_std	187979	0.011023713467756	Mitsuokella jalaludinii	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Terrabacteria group	Bacteria	NA			675.467019023284	4.5	150.103782005174	0.00159437566014041
log_std	1280	0.110546699196603	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			6773.63844657267	6	1128.93974109544	0.0119913970249314
log_std	1597	0.0916415256259444	Lactobacillus paracasei	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA		Lactobacillus casei group	5615.24284120412	5	1123.04856824082	0.0119288220352568
log_std	1582	0.0116029223001766	Lactobacillus casei	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA		Lactobacillus casei group	710.957461021022	5	142.191492204204	0.00151033272593767
log_std	47715	0.0084940544247967	Lactobacillus rhamnosus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			520.464690824993	5	104.092938164999	0.0011056566649137
ST05071	300419	0.763781439645252	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			28870.9384185905	6	4811.82306976509	0.0511103283398356
ST05071	1352	0.0830047825739554	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			3137.58078129551	6	522.930130215919	0.00555447078303181
ST05071	562	0.0828142544954733	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			3130.37881992889	7	447.196974275556	0.00475004667802977
ST05072	850	0.0644692406754259	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			5731.83124997077	8	716.478906246346	0.00761031143828087
ST05072	36835	0.162219080820788	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			14422.5740376146	5	2884.51480752293	0.0306388029601454
ST05072	52787	0.0118640228583068	Anaerofilum pentosovorans	Anaerofilum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1054.80654428634	9	117.200727142927	0.00124488526678827
ST05072	1650663	0.0650464914455994	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			5783.15346144535	9	642.572606827261	0.0068252918781423
ST05072	1550024	0.222559185264634	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			19787.2920435081	2	9893.64602175403	0.105088547379745
ST05072	201	0.136442925592258	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			12130.8676285565	3	4043.62254285216	0.042950639051162
ST05072	497724	0.00655436601470741	Campylobacter subantarcticus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			582.735573635606	3	194.245191211869	0.00206323785337299
ST05072	2610895	0.00682105183046284	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			606.44607614279	3	202.148692047597	0.00214718743275101
ST05072	13335	0.0904227851288927	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			8039.30898023959	7	1148.4727114628	0.0121988727601056
ST05072	179995	0.00919407014874629	Anaerobiospirillum thomasii	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			817.426388784735	7	116.775198397819	0.00124036537618441
ST05072	433287	0.00874163147600224	Anaerotignum aminivorans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			777.200971268407	7	111.028710181201	0.00117932720098677
ST05072	188913	0.0779697162230509	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			6932.13152995901	10	693.213152995901	0.00736318674760477
ST05072	248039	0.0752164894839082	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			6687.34764703531	2	3343.67382351766	0.0355159083165633
ST05072	562	0.0165980935398384	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1475.70330043995	7	210.814757205707	0.00223923683465619
ST05072	31971	0.0119662278400967	Amedibacillus dolichus	Amedibacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			1063.89338480731	5	212.778676961463	0.00226009724080464
ST05072	300419	0.00984185959440383	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			875.020052819256	6	145.836675469876	0.00154905121389247
ST05074	300419	0.52063424433363	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			17073.1587744327	6	2845.52646240546	0.0302246756966344
ST05074	1352	0.0851380171027022	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			2791.93099484891	6	465.321832474819	0.00494256569634075
ST05074	1500960	0.0474622104113292	Campylobacter sp. RM16704	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			1556.42826601872	3	518.80942200624	0.0055107013537457
ST05074	195	0.0162557166644159	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			533.073716576192	3	177.691238858731	0.00188740471740272
ST05074	1499973	0.0235024678179411	Escherichia marmotae	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			770.716427153743	7	110.102346736249	0.0011694875333292
ST05074	562	0.0242864800630688	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			796.426540708216	7	113.775220101174	0.00120850014059057
ST05074	2116	0.0202069693694725	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			662.647146533111	2	331.323573266556	0.00351926003322644
ST05074	188913	0.0863424816515823	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			2831.42900080034	10	283.142900080034	0.0030074934968235
ST05074	1550024	0.00851858431604155	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			279.349935475951	2	139.674967737975	0.00148360265089555
ST05075	319644	0.0226531771542015	Saccharofermentans acetigenes	Saccharofermentans	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1512.93774259766	9	168.104193621962	0.00178557282899872
ST05075	1337094	0.020430410286624	Ercella succinigenes	Ercella	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1364.48581181276	9	151.609534645862	0.00161036949672756
ST05075	1871025	0.189357455636296	Ndongobacter massiliensis	Ndongobacter				Firmicutes	Terrabacteria group	Bacteria	NA			12646.6163895813	3	4215.53879652709	0.044776702903653
ST05075	228924	0.0959463332538052	Guggenheimella bovis	Guggenheimella	Clostridiales Family XII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			6407.96775902189	9	711.996417669099	0.00756269924231252
ST05075	300419	0.0368184292759111	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			2458.99243605027	6	409.832072675045	0.00435316334264958
ST05075	1732	0.0173735207242336	Eubacterium oxidoreducens	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1160.32532860939	5	232.065065721879	0.00246495383003137
ST05075	884684	0.0688036380735672	Mageeibacillus indolicus	Mageeibacillus	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			4595.18857601933	2	2297.59428800967	0.0244046376496627
ST05075	236753	0.00716800351454284	Fastidiosipila sanguinis	Fastidiosipila	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			478.729450725772	2	239.364725362886	0.00254248951569804
ST05075	1679721	0.01522441750556	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1016.79317194384	4	254.19829298596	0.0027000490312235
ST05075	1755100	0.0353017920810441	Fusobacterium gastrosuis	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			2357.70078771669	5	471.540157543339	0.00500861563861167
ST05075	861	0.111259681157837	Fusobacterium ulcerans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			7430.70032548844	7	1061.52861792692	0.0112753680710512
ST05075	185007	0.0205200924248081	Pseudobutyrivibrio xylanivorans	Pseudobutyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			1370.47541277566	5	274.095082555132	0.00291138918921452
ST05075	36835	0.0795381421310385	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			5312.11389850567	5	1062.42277970113	0.0112848656982927
ST05075	1944646	0.0864208536919994	Phoenicibacter congonensis	Phoenicibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Terrabacteria group	Bacteria	NA			5771.78955552757	2	2885.89477776378	0.0306534607584656
ST05075	471189	0.00640986036859546	Gordonibacter pamelaeae	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Terrabacteria group	Bacteria	NA			428.095344437385	3	142.698448145795	0.00151571752173187
ST05075	161890	0.0124741887855586	Corynebacterium mastitidis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			833.1136464211	4	208.278411605275	0.00221229622305392
ST05075	53558	0.00445969077291814	Mycoplasma edwardii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			297.849367650884	2	148.924683825442	0.00158185148910642
ST05075	248039	0.0130032166572873	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres		Bacteria	NA			868.445830890247	2	434.222915445124	0.00461223853398342
ST05075	1382	0.0103400159526542	Lancefieldella parvula	Lancefieldella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Terrabacteria group	Bacteria	NA			690.578645429918	1	690.578645429918	0.00733520347707322
ST05075	1907662	0.0045814459400267	Raoultibacter timonensis	Raoultibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Terrabacteria group	Bacteria	NA			305.981029996563	2	152.990514998282	0.00162503802427309
zymod6305	1280	0.121713234736048	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			8112.67394809655	6	1352.11232468276	0.0143618964922266
zymod6305	28901	0.2158817837832	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			14389.3844162854	7	2055.62634518363	0.0218344972213371
zymod6305	1423	0.168392183085685	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA		Bacillus subtilis group	11224.0125713933	10	1122.40125713933	0.0119219464119315
zymod6305	1639	0.120286110283283	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			8017.55039482196	6	1336.25839913699	0.0141934989164282
zymod6305	1351	0.0577016850200583	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			3846.04811332696	4	961.512028331741	0.0102130096552232
zymod6305	562	0.197541449792484	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			13166.9277944682	7	1880.98968492403	0.0199795376942246
zymod6305	287	0.0508698255017206	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	3390.67734899168	4	847.669337247921	0.00900379284986203
zymod6305	1613	0.0422820776692511	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			2818.26960496626	5	563.653920993253	0.00598703164150367
