sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
SX03219	545533	0.00168504164460065	Alishewanella jeotgali	Alishewanella	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			35.7987097395407	5	7.15974194790814	6.98545351471306e-05
SX03219	1400053	0.000674016657840258	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria	NA			14.3194838958163	4	3.57987097395407	3.49272675735653e-05
SX03219	59803	0.000770304751817438	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			16.3651244523615	2	8.18256222618073	7.98337544538636e-05
SX03219	unassigned	0									NA			0	1	0	0
SX03220	562	0.905713553676659	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			3717.04842428901	7	531.006917755573	0.00518080702762809
SX03220	1041504	0.0266461696131181	Candidatus Arthromitus sp. SFB-rat-Yit	Candidatus Arthromitus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			109.355880092237	5	21.8711760184473	0.000213387695395375
SX03220	1141883	0.00837419768002227	Massilia putida	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			34.3677072788114	7	4.90967246840163	4.79015711041184e-05
SX03220	1707785	0.00638887795560564	Massilia sp. WG5	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			26.2199551298055	8	3.27749439122569	3.19771087857839e-05
SX03220	321983	0.00445291206613996	Massilia albidiflava	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			18.2747511194384	8	2.2843438899298	2.22873647832875e-05
SX03220	666	0.0184473481936972	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			75.7079169869331	9	8.4119907763259	8.20721905366826e-05
SX03220	42096	0.00723376264455144	Ureaplasma gallorale	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			29.6873618932391	2	14.8436809466196	0.000144823436367197
SX03220	42092	0.00429582997650928	Ureaplasma canigenitalium	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			17.6300862235941	2	8.81504311179704	8.60045995172225e-05
SX03220	1505	0.00281834487662776	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			11.5664873736803	17	0.680381610216489	6.638191913916e-06
SX03220	329	0.0051242633871381	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			21.0299769408148	2.5	8.4119907763259	8.20721905366827e-05
SX03220	1776391	0.00384319752665177	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			15.7724826493789	16	0.98578016558618	9.61783479422791e-06
SX03220	863372	0.00358698437099667	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			14.7209838585703	4	3.68024596464258	3.59065833597987e-05
SX03220	106649	0.00307455803228286	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			12.6179861644889	7	1.80256945206984	1.75868979721463e-05
SX03220	unassigned	0									NA			0	1	0	0
SX03222	562	0.0825688073394495	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			9.8256880733945	7	1.40366972477064	1.36950042106758e-05
SX03222	95149	0.073394495412844	Helicobacter pametensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			8.73394495412844	2	4.36697247706422	4.26066797665469e-05
SX03222	287	0.055045871559633	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	6.55045871559633	4	1.63761467889908	1.59775049124551e-05
SX03222	1805971	0.0367225939119283	Hydrogenophaga laconesensis	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			4.36998867551947	2	2.18499433775973	2.13180537614087e-05
SX03222	2494374	0.027107990199419	Tabrizicola piscis	Tabrizicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			3.22585083373086	2	1.61292541686543	1.57366223590007e-05
SX03222	2056283	0.00958925750222802	Acidimangrovimonas sediminis	Acidimangrovimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.14112164276513	3	0.380373880921711	3.71114501433384e-06
SX03222	1075	0.00917431193138048	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311983428	4	0.272935779958569	2.66291748679515e-06
SX03222	1233113	0.00917431192660551	Niveispirillum fermenti	Niveispirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	1442381	0.00917431192660551	Dankookia rubra	Dankookia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	5	0.218348623853211	2.13033398832734e-06
SX03222	89	0.0183780723009561	Leptothrix discophora	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			2.18699060381378	2	1.09349530190689	1.0668765237076e-05
SX03222	654	0.018348623853211	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			2.18348623853211	10	0.218348623853211	2.13033398832734e-06
SX03222	1296669	0.0275229357791823	Aquabacterium olei	Aquabacterium		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			3.27522935772269	4	0.818807339430673	7.98875245604344e-06
SX03222	63	0.0183191754061001	Vitreoscilla filiformis	Vitreoscilla	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria		Bacteria	NA			2.17998187332591	2	1.08999093666296	1.06345746465656e-05
SX03222	59803	0.128440366972477	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			15.2844036697248	2	7.64220183486239	7.4561689591457e-05
SX03222	316	0.055045871559633	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	6.55045871559633	4	1.63761467889908	1.59775049124551e-05
SX03222	59750	0.00917431192660551	Mycolicibacterium wolinskyi	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	329	0.0275229357798165	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			3.27522935779817	2.5	1.31009174311927	1.27820039299641e-05
SX03222	1165102	0.0275229357798165	Fluviimonas pallidilutea	Fluviimonas	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			3.27522935779817	3	1.09174311926606	1.06516699416367e-05
SX03222	131080	0.018348623853211	Limnobacter thiooxidans	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			2.18348623853211	2	1.09174311926606	1.06516699416367e-05
SX03222	1537369	0.00917431192660551	Emticicia aquatilis	Emticicia	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			1.09174311926606	3	0.363914373088685	3.55055664721224e-06
SX03222	2603276	0.018348623853211	Methylobacterium sp. WL1	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			2.18348623853211	5	0.436697247706422	4.26066797665469e-06
SX03222	2116	0.00917431192660551	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	933059	0.00917431192660551	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2.5	0.436697247706422	4.26066797665469e-06
SX03222	343013	0.0275229357798165	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			3.27522935779817	3	1.09174311926606	1.06516699416367e-05
SX03222	666702	0.00917431192660551	Undibacterium oligocarboniphilum	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	1755100	0.00917431192660551	Fusobacterium gastrosuis	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			1.09174311926606	5	0.218348623853211	2.13033398832734e-06
SX03222	2025714	0.0183232776477047	Hydrogenophaga soli	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			2.18047004007686	2	1.09023502003843	1.06369560635015e-05
SX03222	1299	0.00917431192660551	Deinococcus radiodurans	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			1.09174311926606	3	0.363914373088685	3.55055664721224e-06
SX03222	1502156	0.00917431192660551	Tianweitania sediminis	Tianweitania	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	392561	0.00917431192660551	Deinococcus lacus	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			1.09174311926606	3	0.363914373088685	3.55055664721224e-06
SX03222	685828	0.018348623853211	Armatimonas rosea	Armatimonas	Armatimonadaceae	Armatimonadales	Armatimonadia	Armatimonadetes	Terrabacteria group	Bacteria	NA			2	NA	NA	NA
SX03222	381431	0.00917431192660551	Panacagrimonas perspica	Panacagrimonas	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	34062	0.00917431192660551	Moraxella osloensis	Moraxella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	106649	0.00917431192660551	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	7	0.155963302752294	1.52166713451953e-06
SX03222	1351	0.00917431192660551	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	1446467	0.018348623853211	Hymenobacter swuensis	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			2.18348623853211	3	0.72782874617737	7.10111329442448e-06
SX03222	659595	0.018348623853211	Chiayiivirga flava	Chiayiivirga	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			2.18348623853211	2	1.09174311926606	1.06516699416367e-05
SX03222	1547515	0.00917431192660551	Pararheinheimera mesophila	Pararheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	243690	0.00917431192660551	Methylobacterium goesingense	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	5.5	0.198498748957465	1.93666726211577e-06
SX03222	223903	0.018348623853211	Hymenobacter norwichensis	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			2.18348623853211	3	0.72782874617737	7.10111329442448e-06
SX03222	265719	0.00917431192660551	Aquimonas voraii	Aquimonas	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	300419	0.00917431192660551	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			1.09174311926606	6	0.181957186544343	1.77527832360612e-06
SX03222	68569	0.00917431192660551	Sphingomonas leidyi	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	2	0.545871559633028	5.32583497081836e-06
SX03222	2100740	0.00917431192660551	Pedobacter mongoliensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	FCB group	Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	1827469	0.018348623853211	Brevundimonas sp. GW460-12-10-14-LB2	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			2.18348623853211	2	1.09174311926606	1.06516699416367e-05
SX03222	863372	0.00917431192660551	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	4	0.272935779816514	2.66291748540918e-06
SX03222	28901	0.00917431192660551	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1.09174311926606	7	0.155963302752294	1.52166713451953e-06
SX03222	unassigned	0									NA			0	1	0	0
SX03223	2116	0.259029927760578	Mycoplasma iowae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			1167.96594427245	2	583.982972136223	0.00569767169672006
SX03223	34103	0.0475676992958708	Sphaerotilus natans	Sphaerotilus		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			214.482756125081	4	53.6206890312703	0.000523154093234128
SX03223	89	0.0445532098983419	Leptothrix discophora	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			200.890423431624	2	100.445211715812	0.000980000902715938
SX03223	304	0.0105779679680902	Pelomonas saccharophila	Pelomonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			47.6960575681187	3	15.8986858560396	0.000155116667333016
SX03223	306205	0.00851395768755099	Pararheinheimera texasensis	Pararheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			38.3894352131674	2	19.1947176065837	0.000187274637192769
SX03223	316	0.0198649105495338	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	89.5708816678479	4	22.392720416962	0.000218476180676255
SX03223	106649	0.00670794633642931	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			30.2461300309598	7	4.32087571870854	4.21569334418673e-05
SX03223	47421	0.0991735193998447	Hydrogenophaga pseudoflava	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			447.1733989739	2	223.58669948695	0.00218143964843668
SX03223	249409	0.00569522103714254	Hydrogenophaga atypica	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			25.6797516564757	2	12.8398758282379	0.000125273168202729
SX03223	1805971	0.00556663307062881	Hydrogenophaga laconesensis	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			25.0999485154653	2	12.5499742577326	0.000122444722765254
SX03223	1055487	0.00743110833301486	Methylotenera versatilis	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria		Bacteria	NA			33.506867473564	3	11.1689558245213	0.000108970717503125
SX03223	1662285	0.0576639441553806	Methylophilus sp. TWE2	Methylophilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria		Bacteria	NA			260.006724196611	2	130.003362098305	0.00126838711409069
SX03223	17	0.0045643902360628	Methylophilus methylotrophus	Methylophilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria		Bacteria	NA			20.5808355744072	2	10.2904177872036	0.000100399198214803
SX03223	1119058	0.00367099575879037	Undibacterium macrobrachii	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			16.5525198763858	4	4.13812996909644	4.03739614462081e-05
SX03223	1812100	0.00716491755390313	Undibacterium danionis	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			32.3066132505492	4	8.0766533126373	7.88004465529168e-05
SX03223	1075	0.0108359133126922	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			48.8591331269292	4	12.2147832817323	0.000119174407999111
SX03223	933059	0.0134158926728599	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			60.4922600619253	2.5	24.1969040247701	0.000236078827274479
SX03223	1806200	0.00954592363261094	Ensifer collicola	Ensifer	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			43.0425696594427	5	8.60851393188855	8.39895827803356e-05
SX03223	155892	0.00476059901576898	Caulobacter vibrioides	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			21.4655409621023	2	10.7327704810512	0.000104715043956818
SX03223	69665	0.00530132048887499	Caulobacter sp. FWC26	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			23.9036540843373	2	11.9518270421687	0.000116608856612985
SX03223	2025714	0.06220520128731	Hydrogenophaga soli	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			280.483252604481	2	140.24162630224	0.00136827747213471
SX03223	708132	0.00361197110423117	Oligoflexus tunisiensis	Oligoflexus	Oligoflexaceae	Oligoflexales	Oligoflexia	Proteobacteria		Bacteria	NA			16.2863777089783	2	8.14318885448916	7.94496053327499e-05
SX03223	863372	0.00619195046439629	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			27.9195046439628	4	6.97987616099071	6.80996617137856e-05
SX03223	47994	0.0206196245633598	Leptothrix mobilis	Leptothrix		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			92.9738871561892	2	46.4869435780946	0.000453553194749911
SX03223	484882	0.00361197110423117	Roseomonas stagni	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			16.2863777089783	5	3.25727554179567	3.17798421331e-05
SX03223	263067	0.00357201550435147	Malikia granosa	Malikia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			16.1062179091208	3	5.36873930304026	5.23804895579483e-05
SX03223	960	0.0185758513931889	Bacteriovorax stolpii	Bacteriovorax	Bacteriovoracaceae	Bacteriovoracales	Oligoflexia	Proteobacteria		Bacteria	NA			83.7585139318885	2	41.8792569659443	0.000408597970282714
SX03223	392589	0.0141898864809082	Perlucidibaca piscinae	Perlucidibaca	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			63.9821981424149	6	10.6636996904025	0.000104041149840506
SX03223	287	0.0229645396112408	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	103.547109107085	4	25.8867772767712	0.000252566196698541
SX03223	59803	0.010061919504644	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			45.3691950464396	2	22.6845975232198	0.000221323900569803
SX03223	1608943	0.00928792569659443	Flectobacillus rhizosphaerae	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	FCB group	Bacteria	NA			41.8792569659443	3	13.9597523219814	0.000136199323427571
SX03223	28068	0.0116806745396706	Rubrivivax gelatinosus	Rubrivivax		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			52.6681614993748	3	17.5560538331249	0.000171286896714099
SX03223	1547922	0.00715768647976485	Ideonella sakaiensis	Ideonella		Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			32.2740083372597	3	10.7580027790866	0.00010496122467992
SX03223	1938605	0.00515995872033024	Brevundimonas sp. LM2	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			23.266253869969	2	11.6331269349845	0.000113499436189643
SX03223	980427	0.0128998968008256	Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Terrabacteria group	Bacteria	NA			58.1656346749226	3	19.3885448916409	0.000189165726982738
SX03223	1484693	0.00261599502028603	Rhodoferax saidenbachensis	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			11.7955215464697	2	5.89776077323487	5.75419254242358e-05
SX03223	2527691	0.00280196163606071	Rhodoferax sp. Gr-4	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			12.6340450169978	2.5	5.0536180067991	4.93059860599112e-05
SX03223	131080	0.00490196078431318	Limnobacter thiooxidans	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			22.1029411764681	2	11.0514705882341	0.000107824464380149
SX03223	545533	0.0157378740970011	Alishewanella jeotgali	Alishewanella	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			70.9620743033778	5	14.1924148606756	0.00013846931215131
SX03223	1834037	0.00361194530523123	Rheinheimera riviphila	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			16.2862613812876	5.5	2.96113843296139	2.88905592192824e-05
