sample	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts	gene.count	new.count	new.abundance
SX03201	1082276	0.00242887048946444	Hydrogenispora ethanolica	Hydrogenispora				Firmicutes	Terrabacteria group	Bacteria	NA			6	NA	NA	NA
SX03201	1555112	0.00226389130996825	Limnochorda pilosa	Limnochorda	Limnochordaceae	Limnochordales	Limnochordia	Firmicutes	Terrabacteria group	Bacteria	NA			56.5225743359773	2	28.2612871679887	0.000137920208954663
SX03201	1677857	0.00181107223708582	Hungateiclostridium saccincola	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			45.2170405433217	9	5.02411561592463	2.45185957540386e-05
SX03201	2282397	0.00120317849371528	Novosphingobium humi	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			30.0397574525894	3	10.0132524841965	4.8866488873177e-05
SX03201	1522744	0.00167807279255762	Novosphingobium oryzae	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			41.8964434117861	3	13.965481137262	6.81540817710983e-05
SX03201	885581	0.000617424201779705	Desulfosporosinus acidiphilus	Desulfosporosinus	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			15.4152300458339	9	1.71280333842599	8.35879105327989e-06
SX03201	249409	0.00189332731845644	Hydrogenophaga atypica	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			47.2707031599018	2	23.6353515799509	0.00011534480398034
SX03201	448141	0.000616959530739396	Calditerricola yamamurae	Calditerricola	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			15.4036286039705	10	1.54036286039705	7.51725023383228e-06
SX03201	1776391	0.00401716809479495	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			100.296635822745	16	6.26853973892156	3.05916112558366e-05
SX03201	427926	0.000740893158400233	Dethiobacter alkaliphilus	Dethiobacter	Syntrophomonadaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			18.4978794857786	3	6.16595982859287	3.00910026818892e-05
SX03201	187303	0.000782053920559786	Methylocystis sp. SC2	Methylocystis	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			19.5255402346162	1	19.5255402346162	9.52881789531956e-05
SX03201	1679721	0.00102901831652603	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			25.6915003087055	4	6.42287507717637	3.1344795708288e-05
SX03201	1471761	0.000576250257991255	Novibacillus thermophilus	Novibacillus	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			14.3872401912677	4	3.59681004781693	1.75530856190811e-05
SX03201	287	0.000658571722576662	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	16.4425601975715	4	4.11064004939287	2.00606692533043e-05
SX03201	80878	0.000768512641799963	Acidovorax temperans	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			19.1874551278197	3	6.3958183759399	3.12127540972327e-05
SX03201	343013	0.000507536454643787	Acidovorax caeni	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			12.6716626630914	3	4.2238875543638	2.06133376245763e-05
SX03201	59930	0.00208786703257005	Cyanobium gracile	Cyanobium	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			52.1277762021765	2	26.0638881010882	0.000127196502824004
SX03201	1851505	0.000575933097463598	Cyanobium sp. NIES-981	Cyanobium	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			14.3793216443736	3	4.7931072147912	2.33912328435943e-05
SX03201	1245527	0.000987857583864993	Ureibacillus defluvii	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			24.6638402963573	9	2.74042669959526	1.33737795022029e-05
SX03201	1160	0.000699732482224138	Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria	NA			17.47022088369	4	4.3675552209225	2.13144619036661e-05
SX03201	38072	0.000699730411732627	Bacillus infernus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			17.4701691897285	10	1.74701691897285	8.52575953387532e-06
SX03201	642250	0.00123482197983124	Gemmobacter fontiphilus	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			30.8298003704466	2.5	12.3319201481786	6.01820077599129e-05
SX03201	188913	0.000411607326610414	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria		Bacteria	NA			10.2766001234822	10	1.02766001234822	5.01516731332608e-06
SX03201	1712675	0.00168774717309068	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			42.1379836705549	12	3.51149863921291	1.71367504666536e-05
SX03201	154288	0.00061725385592764	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			15.4109770209454	8	1.92637212761817	9.40104549330216e-06
SX03201	28101	0.000452768059271455	Phyllobacterium myrsinacearum	Phyllobacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			11.3042601358304	3	3.76808671194347	1.83889468155289e-05
SX03201	1400053	0.000535089524593538	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria	NA			13.3595801605269	4	3.33989504013172	1.62992937683098e-05
SX03201	59803	0.000576250257254579	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			14.3872401728751	2	7.19362008643755	3.51061711932826e-05
SX03201	329	0.00107017904918708	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			26.7191603210537	2.5	10.6876641284215	5.21577400585912e-05
SX03201	1737571	0.000823216696725904	Bacillus oryzisoli	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			20.5532512671556	10	2.05532512671556	1.00303595254311e-05
SX03201	863372	0.000452768059271455	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			11.3042601358304	4	2.8260650339576	1.37917101116467e-05
SX03201	1541	0.000576250257254613	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			14.3872401728759	10.5	1.3702133497977	6.68688975110182e-06
SX03201	106649	0.000576250257254579	Acinetobacter guillouiae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			14.3872401728751	7	2.05532002469644	1.00303346266522e-05
SX03201	unassigned	0									NA			1	1	1	4.88018143458393e-06
SX03096	2086585	0.00988793671720501	Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			20.1713909030982	3	6.7237969676994	3.28133491316783e-05
SX03096	1351	0.440342781806196	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			898.299274884641	4	224.57481872116	0.00109596586099806
SX03096	300419	0.0949241924851681	Catellicoccus marimammalium	Catellicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			193.645352669743	6	32.2742254449572	0.000157504075832056
SX03096	863372	0.018457481872116	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			37.6532630191167	4	9.41331575477918	4.59386887843498e-05
SX03096	1712675	0.036255767963085	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			73.9617666446935	12	6.16348055372446	3.00789033707052e-05
SX03096	59803	0.017139090309822	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			34.9637442320369	2	17.4818721160185	8.53147077423638e-05
SX03096	654	0.0764667106130521	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			155.992089650626	10	15.5992089650626	7.61269699854937e-05
SX03096	33047	0.00922874093605801	Bartonella vinsonii	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			18.8266315095583	2	9.41331575477915	4.59386887843496e-05
SX03096	1776391	0.0738971387720757	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			150.750163095034	16	9.42188519343962	4.59805091998053e-05
SX03096	1505	0.0361885566794734	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			73.8246556261257	17	4.34262680153681	2.11928066941865e-05
SX03096	445709	0.00856954515491101	Pandoraea thiooxydans	Pandoraea	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			17.4818721160185	2	8.74093605800925	4.2657353871182e-05
SX03096	329	0.017798286090969	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			36.3085036255768	2.5	14.5234014502307	7.08768341244253e-05
SX03096	287	0.0102315984106863	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA		Pseudomonas aeruginosa group	20.8724607578	4	5.21811518945	2.54653488710743e-05
SX03096	316	0.0141586454917528	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA	Pseudomonas stutzeri subgroup	Pseudomonas stutzeri group	28.8836368031756	4	7.2209092007939	3.52393470225307e-05
SX03096	1414720	0.010547132498352	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			21.5161502966381	10	2.15161502966381	1.05002717221371e-05
SX03096	80866	0.00725115359261701	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			14.7923533289387	5	2.95847066578774	1.44378736179385e-05
SX03096	39480	0.00856954515491101	Andreesenia angusta	Andreesenia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Terrabacteria group	Bacteria	NA			17.4818721160185	6	2.91364535266975	1.42191179570607e-05
SX03096	703	0.035596572181938	Plesiomonas shigelloides	Plesiomonas		Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			72.6170072511536	13	5.58592363470412	2.72603208170867e-05
SX03096	102235	0.00659195781147001	Cyanobacterium stanieri	Cyanobacterium	Cyanobacteriaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			13.4475939353988	3	4.4825313117996	2.18755660877856e-05
SX03096	1075	0.017139090309822	Rhodobacter blasticus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			34.9637442320369	4	8.74093605800923	4.26573538711819e-05
SX03096	1549854	0.011865524060646	Rhodobaculum claviforme	Rhodobaculum	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			24.2056690837179	3	8.0685563612393	3.93760189580141e-05
SX03096	1752142	0.023731048121292	Paraburkholderia pallidirosea	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			48.4113381674357	6	8.06855636123928	3.9376018958014e-05
SX03096	1400053	0.00791034937376401	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria	NA			16.1371127224786	4	4.03427818061965	1.96880094790071e-05
SX03096	1058	0.00725115359261701	Thiocapsa roseopersicina	Thiocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			14.7923533289387	2	7.39617666446935	3.60946840448462e-05
SX03096	unassigned	0									NA			0	1	0	0
SX03095	28227	0.0624190229403247	Mycoplasma penetrans	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			2499.94428778294	2	1249.97214389147	0.00610009085036623
SX03095	648	0.0497576444849824	Aeromonas caviae	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			1992.84341926803	10	199.284341926803	0.00097254374567446
SX03095	1758179	0.000545412586616171	Aeromonas sp. ASNIH5	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			21.8443195065643	10	2.18443195065643	1.06604242507055e-05
SX03095	644	0.00364902598978632	Aeromonas hydrophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			146.147139916932	10	14.6147139916932	7.13224558940152e-05
SX03095	948519	0.013843507404179	Aeromonas rivipollensis	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			554.446315044775	10	55.4446315044775	0.000270579861315498
SX03095	654	0.604069694263537	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			24193.5953249489	10	2419.35953249489	0.0118069134740652
SX03095	651	0.00124395160222644	Aeromonas media	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			49.8215056207711	10	4.98215056207711	2.43137986773506e-05
SX03095	2500532	0.00157940446747089	Paracoccus sp. Arc7-R13	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			63.2567283266765	3	21.0855761088922	0.000102901437064122
SX03095	39480	0.0795686203939703	Andreesenia angusta	Andreesenia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Terrabacteria group	Bacteria	NA			3186.80281539891	6	531.133802566485	0.00259202932256493
SX03095	1503	0.00587048276201955	Gottschalkia purinilytica	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Terrabacteria group	Bacteria	NA			235.118705101645	6	39.1864508502742	0.000191236989926744
SX03095	1414720	0.00977956655502033	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			391.681420095119	10	39.1681420095119	0.000191147639461967
SX03095	1556	0.00520439454489698	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Terrabacteria group	Bacteria	NA			208.441205917669	6	34.7402009862782	0.000169538483886949
SX03095	656	0.000975564115697725	Aeromonas allosaccharophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			39.0723183978096	10	3.90723183978096	1.90680002851143e-05
SX03095	1547	0.0059009041551832	Erysipelatoclostridium ramosum	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			236.337112319242	5	47.2674224638484	0.000230673597568708
SX03095	933059	0.00045728221934305	Gemmobacter aquatilis	Gemmobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			18.3146101669085	2.5	7.3258440667634	3.57514482072756e-05
SX03095	341225	0.00963848052715627	[Clostridium] saccharogumia	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			386.030783593136	5	77.2061567186272	0.000376780052653822
SX03095	29348	0.00420501014249905	[Clostridium] spiroforme	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria	NA			168.414861217229	5	33.6829722434458	0.00016437901580407
SX03095	375927	0.00652897390950893	Helicobacter brantae	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria	NA			261.491934049742	2	130.745967024871	0.000638064040921498
SX03095	1541	0.00371532470187661	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			148.80246963486	10.5	14.1716637747486	6.91602904506936e-05
SX03095	2665493	0.000377043311792949	Paracoccus pueri	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			15.1009616806194	3	5.0336538935398	2.45651442793741e-05
SX03095	336292	0.00106669578194847	Paracoccus tibetensis	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			42.7222327628181	3	14.2407442542727	6.94974157243594e-05
SX03095	329	0.00160048776770063	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			64.101135584178	2.5	25.6404542336712	0.000125130068725461
SX03095	1537	0.000965590550522525	Romboutsia lituseburensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			38.6728671389777	16	2.41705419618611	1.17956630146106e-05
SX03095	1776391	0.00246747704916743	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			98.8249232962046	16	6.17655770601279	3.01427222465199e-05
SX03095	1354360	0.00208317456925858	Planktothrix spiroides	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria	NA			83.4332246733755	4	20.8583061683439	0.000101792318519619
SX03095	1206	0.0050555089669175	Trichodesmium erythraeum	Trichodesmium	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria	NA			202.478189634013	3	67.4927298780043	0.000329376767320025
SX03095	29363	0.0105123292333194	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			421.029298123674	10	42.1029298123674	0.000205469936411906
SX03095	1559	0.00122790257908395	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			49.1787261948914	10	4.91787261948914	2.40001106552795e-05
SX03095	29471	0.000386081057309316	Pectobacterium atrosepticum	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			15.4629324262954	7	2.20899034661363	1.0780273678719e-05
SX03095	1905730	0.000437030926266329	Pectobacterium parmentieri	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			17.5035256278927	7	2.50050366112753	1.22029115441437e-05
SX03095	55208	0.00097850590876476	Pectobacterium wasabiae	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			39.1901401519374	7	5.59859145027677	2.7322142055461e-05
SX03095	171287	0.0083835073547197	Mycoplasma moatsii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria	NA			335.767853063879	2	167.883926531939	0.000819304021426224
SX03095	762845	0.00412577412832848	Enterococcus rivorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			165.241379613684	6	27.540229935614	0.000134401318835956
SX03095	1351	0.00467989306230859	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			187.434397038521	4	46.8585992596303	0.000228678466157456
SX03095	2005703	0.00470956284772382	Enterococcus wangshanyuanii	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	NA			188.622701614187	4	47.1556754035468	0.000230128251639655
SX03095	36835	0.00238802936768031	[Clostridium] colinum	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			95.642964204964	5	19.1285928409928	9.33510036523282e-05
SX03095	1629550	0.00530104258180101	Paraclostridium benzoelyticum	Paraclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			212.312056443712	16.5	12.867397360225	6.27952337087842e-05
SX03095	1490	0.00817907412255169	Paraclostridium bifermentans	Paraclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			327.580097682318	16.5	19.8533392534738	9.68878976392994e-05
SX03095	336804	0.00315016640039186	Thorsellia anophelis	Thorsellia	Thorselliaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			126.167314502094	7	18.0239020717277	8.79599122692045e-05
SX03095	863372	0.0010161827096512	Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	NA			40.69913370424	4	10.17478342606	4.96547891767703e-05
SX03095	1636152	0.000796404373738391	Planctomyces sp. SH-PL62	Planctomyces	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	PVC group	Bacteria	NA			31.8967915725963	4	7.97419789314907	3.89155325138444e-05
SX03095	406548	0.000702465122997122	Aquisphaera giovannonii	Aquisphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	PVC group	Bacteria	NA			28.1344306411577	3	9.37814354705257	4.5767042029189e-05
SX03095	1550024	0.00589385971597693	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			236.054975484592	2	118.027487742296	0.000575995554450536
SX03095	208962	0.001828222295137	Escherichia albertii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			73.2221311425318	7	10.4603044489331	5.10481835717791e-05
SX03095	562	0.00134734867252299	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			53.9626616832183	7	7.70895166903119	3.76210828153108e-05
SX03095	1851505	0.00505202137141362	Cyanobium sp. NIES-981	Cyanobium	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			202.338507946487	3	67.4461693154957	0.000329149543327286
SX03095	59930	0.00790584367546383	Cyanobium gracile	Cyanobium	Synechococcaceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			316.636945046002	2	158.318472523001	0.000772622870358436
SX03095	1219	0.000903232894978775	Prochlorococcus marinus	Prochlorococcus	Prochloraceae	Synechococcales		Cyanobacteria	Terrabacteria group	Bacteria	NA			36.1753806767949	1	36.1753806767949	0.000176542421167901
SX03095	84031	0.000632984702972373	Clostridium sartagoforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria	NA			25.3516703387465	10	2.53516703387465	1.23720750922843e-05
SX03095	1549855	0.00469984503213678	Haematospirillum jordaniae	Haematospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			188.23349338211	5	37.646698676422	0.00018372271995405
SX03095	169056	0.000914564438686076	Nordella oligomobilis	Nordella		Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria	NA			36.629220333816	2	18.314610166908	8.93786205181865e-05
SX03095	34062	0.000355663948377918	Moraxella osloensis	Moraxella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			14.244696796484	4	3.561174199121	1.73791762118696e-05
SX03095	666	0.00129563295480527	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	NA			51.891395472906	9	5.76571060810067	2.81377138668365e-05
